synthetic_mnist_dataset\digit_0_sample_0.png,0
synthetic_mnist_dataset\digit_0_sample_1.png,0
synthetic_mnist_dataset\digit_0_sample_2.png,0
synthetic_mnist_dataset\digit_0_sample_3.png,0
synthetic_mnist_dataset\digit_0_sample_4.png,0
synthetic_mnist_dataset\digit_0_sample_5.png,0
synthetic_mnist_dataset\digit_0_sample_6.png,0
synthetic_mnist_dataset\digit_0_sample_7.png,0
synthetic_mnist_dataset\digit_0_sample_8.png,0
synthetic_mnist_dataset\digit_0_sample_9.png,0
synthetic_mnist_dataset\digit_0_sample_10.png,0
synthetic_mnist_dataset\digit_0_sample_11.png,0
synthetic_mnist_dataset\digit_0_sample_12.png,0
synthetic_mnist_dataset\digit_0_sample_13.png,0
synthetic_mnist_dataset\digit_0_sample_14.png,0
synthetic_mnist_dataset\digit_0_sample_15.png,0
synthetic_mnist_dataset\digit_0_sample_16.png,0
synthetic_mnist_dataset\digit_0_sample_17.png,0
synthetic_mnist_dataset\digit_0_sample_18.png,0
synthetic_mnist_dataset\digit_0_sample_19.png,0
synthetic_mnist_dataset\digit_0_sample_20.png,0
synthetic_mnist_dataset\digit_0_sample_21.png,0
synthetic_mnist_dataset\digit_0_sample_22.png,0
synthetic_mnist_dataset\digit_0_sample_23.png,0
synthetic_mnist_dataset\digit_0_sample_24.png,0
synthetic_mnist_dataset\digit_0_sample_25.png,0
synthetic_mnist_dataset\digit_0_sample_26.png,0
synthetic_mnist_dataset\digit_0_sample_27.png,0
synthetic_mnist_dataset\digit_0_sample_28.png,0
synthetic_mnist_dataset\digit_0_sample_29.png,0
synthetic_mnist_dataset\digit_0_sample_30.png,0
synthetic_mnist_dataset\digit_0_sample_31.png,0
synthetic_mnist_dataset\digit_0_sample_32.png,0
synthetic_mnist_dataset\digit_0_sample_33.png,0
synthetic_mnist_dataset\digit_0_sample_34.png,0
synthetic_mnist_dataset\digit_0_sample_35.png,0
synthetic_mnist_dataset\digit_0_sample_36.png,0
synthetic_mnist_dataset\digit_0_sample_37.png,0
synthetic_mnist_dataset\digit_0_sample_38.png,0
synthetic_mnist_dataset\digit_0_sample_39.png,0
synthetic_mnist_dataset\digit_0_sample_40.png,0
